False		6.479		1.266		15.513		6.019
False		4.000		1.312		15.701		5.725
False		4.000		1.435		23.289		6.645
False		2.555		0.610		6.291		4.846
False		2.555		0.610		6.291		4.846
False		6.869		1.269		12.259		6.250
False		2.555		0.610		6.291		4.846
False		2.555		0.610		6.291		4.846
False		2.555		0.556		6.291		4.006
False		6.869		1.573		12.259		6.109
False		0.673		0.502		3.703		3.166
False		0.500		0.500		2.759		1.787
False		9.984		3.977		22.767		5.583
False		7.936		1.488		14.034		6.287
False		9.984		7.361		22.767		7.087
False		9.984		7.361		22.767		7.087
False		5.418		1.440		9.304		5.781
False		9.984		7.361		22.767		7.087
False		9.239		1.488		18.226		6.805
False		9.984		2.991		22.767		4.814
False		6.482		1.679		11.314		6.457
False		2.048		0.956		5.893		2.322
False		2.048		0.956		5.893		2.322
False		8.000		1.434		12.574		6.408
False		2.048		0.956		5.893		2.322
False		4.663		1.354		85.980		42.508
False		12.378		5.771		27.608		5.989
False		4.000		0.918		7.479		4.905
False		12.378		8.329		27.608		4.653
False		24.000		4.863		27.608		4.493
False		24.000		1.697		6.006		4.956
False		24.000		6.963		48.000		16.160
False		24.000		12.410		48.000		27.323
False		9.860		3.671		8.267		4.196
False		6.778		1.685		12.014		5.248
False		6.339		1.481		22.218		6.615
False		7.291		1.420		11.508		5.931
False		21.490		3.288		44.749		3.225
False		24.000		3.822		44.749		5.364
False		24.000		6.205		9.289		8.120
False		24.000		6.205		9.289		8.120
False		24.000		6.205		9.289		8.120
False		8.000		1.975		16.000		6.646
False		24.000		6.205		9.289		8.120
False		24.000		2.513		9.289		5.487
False		4.000		1.293		10.107		5.553
False		7.755		1.132		14.034		5.853
False		6.339		1.040		22.218		6.583
False		4.000		1.099		8.000		5.155
False		4.485		1.667		61.102		45.103
False		2.286		0.813		5.893		2.116
False		14.019		1.787		25.367		5.125
False		3.418		1.271		31.556		23.106
False		7.755		1.248		22.218		6.760
False		8.000		1.127		12.574		6.437
False		3.418		1.093		31.556		16.889
False		2.048		0.738		5.893		4.456
False		2.048		0.738		5.893		4.456
False		6.869		1.021		12.574		4.992
False		6.339		2.243		22.218		17.881
False		6.339		2.243		22.218		17.881
False		4.781		1.085		9.302		5.555
False		6.339		2.243		22.218		17.881
False		5.925		1.250		9.313		5.653
False		4.000		1.193		8.000		5.240
False		6.339		2.243		22.218		17.881
False		6.339		2.243		22.218		17.881
False		6.339		2.243		22.218		17.881
False		6.339		2.243		22.218		17.881
False		6.339		2.243		22.218		17.881
False		16.000		2.212		60.000		9.649
False		15.691		2.065		23.060		6.431
False		4.000		1.245		8.457		5.130
False		4.452		1.247		9.313		4.864
False		4.000		0.913		7.354		5.149
False		7.755		1.345		14.034		6.776
False		6.339		2.243		22.218		17.881
False		6.339		2.243		22.218		17.881
False		6.339		2.243		22.218		17.881
False		6.339		2.243		22.218		17.881
False		6.482		1.556		12.679		5.891
False		6.339		2.243		22.218		17.881
False		8.000		1.921		13.344		6.164
False		6.339		2.243		22.218		17.881
False		2.048		0.656		5.893		2.473
False		7.248		1.446		11.789		6.351
False		24.000		11.840		43.966		26.995
False		24.000		11.840		43.966		26.995
False		24.000		11.840		43.966		26.995
False		24.000		11.840		43.966		26.995
False		24.000		11.840		43.966		26.995
False		4.000		1.335		16.000		5.933
False		5.006		1.373		13.941		6.948
False		24.000		11.840		43.966		26.995
False		24.000		11.840		43.966		26.995
False		8.000		0.884		9.100		4.641
False		4.000		3.799		7.442		5.817
False		4.000		2.153		7.442		5.754
False		2.048		0.752		6.208		3.342
False		7.736		1.170		14.063		5.486
False		1.346		0.816		1.680		1.007
False		1.346		0.816		1.680		1.007
False		3.457		0.930		10.981		4.346
False		7.791		1.443		22.218		6.681
False		3.457		0.625		19.898		12.844
False		0.887		0.508		19.898		17.955
False		0.887		0.508		19.898		17.955
False		8.000		1.576		14.388		5.709
False		9.239		2.992		18.226		13.957
False		9.239		4.549		18.226		17.518
False		7.055		0.939		11.818		4.906
False		9.239		4.549		18.226		17.518
False		9.239		4.549		18.226		17.518
False		9.239		4.549		18.226		17.518
False		7.864		1.960		15.826		7.028
False		16.000		4.457		32.000		12.939
False		4.872		1.099		9.313		7.194
False		4.872		1.451		9.313		9.034
False		4.872		1.451		9.313		9.034
False		8.577		1.839		20.459		6.490
False		4.872		1.451		9.313		9.034
False		4.872		1.451		9.313		9.034
False		4.000		0.930		6.697		3.875
False		4.000		1.027		7.794		3.983
False		4.872		1.590		13.646		8.714
False		8.000		2.073		13.608		6.594
False		2.606		1.138		13.649		12.680
False		5.490		1.221		9.313		5.758
False		2.606		0.997		13.649		7.994
False		8.000		2.091		16.000		4.934
False		2.911		1.138		6.601		2.868
False		4.000		1.457		9.313		5.170
False		2.911		0.967		4.957		2.258
False		8.000		5.330		12.360		10.532
False		8.000		1.526		15.234		6.628
False		8.000		5.330		12.360		10.532
False		8.000		5.330		12.360		10.532
False		8.000		5.330		12.360		10.532
False		6.479		1.322		24.557		7.639
False		8.000		1.207		9.313		5.508
False		4.000		1.098		9.313		5.266
False		16.000		6.507		32.000		13.503
False		4.000		1.478		9.308		4.873
False		8.000		2.535		13.646		6.434
False		8.000		2.535		13.646		6.434
False		7.824		1.267		13.344		6.362
False		8.000		2.605		13.646		5.078
False		4.473		2.622		5.225		4.739
False		4.473		2.622		5.225		4.739
False		4.473		2.622		5.225		4.739
False		4.781		1.165		9.313		5.098
False		7.412		1.084		14.763		4.966
False		4.473		2.622		5.225		4.739
False		6.482		1.431		12.679		5.661
False		4.473		2.622		5.225		4.739
False		7.755		1.574		14.034		6.188
False		4.473		2.622		5.225		4.739
False		4.473		2.622		5.225		4.739
False		4.473		2.622		5.225		4.739
False		4.473		2.622		5.225		4.739
False		4.473		2.622		5.225		4.739
False		5.099		1.298		9.313		5.563
False		4.000		1.073		9.342		5.179
False		3.095		0.646		7.755		4.748
False		4.473		2.622		5.225		4.739
False		7.841		1.655		14.034		6.555
False		7.936		1.427		12.455		6.251
False		4.000		1.324		9.313		4.655
False		16.000		7.241		48.000		22.625
False		1.854		1.085		9.300		8.041
False		1.854		1.085		9.300		8.041
False		8.523		0.519		22.809		7.672
False		4.000		1.128		9.289		6.011
False		7.841		1.134		12.754		5.513
False		7.820		1.328		12.376		5.714
False		4.337		1.403		9.313		5.717
False		7.866		2.058		13.053		9.127
False		7.364		2.042		12.924		5.581
False		16.000		4.814		32.000		11.611
False		4.000		1.009		9.313		4.998
False		8.000		1.940		15.178		6.961
False		7.775		1.735		9.313		6.199
False		4.239		1.256		9.136		8.623
False		4.896		1.071		11.818		6.095
False		5.102		1.597		9.311		8.184
False		8.000		2.588		16.000		7.097
False		5.102		0.991		19.891		3.867
False		5.102		1.101		19.891		4.674
False		5.102		1.571		19.891		7.685
False		7.291		1.695		12.049		5.251
False		5.102		1.309		13.497		8.126
False		5.102		1.219		9.311		7.219
False		5.102		1.328		9.311		7.104
False		5.413		1.043		11.563		4.806
False		8.000		1.792		14.034		6.741
False		5.102		1.328		9.311		7.104
False		5.102		1.328		9.311		7.104
False		6.479		1.476		12.679		5.491
False		4.452		0.989		9.313		5.468
False		5.154		1.308		11.914		6.167
False		8.000		3.061		16.000		10.577
False		5.197		1.497		11.418		6.095
False		4.305		1.182		7.547		4.838
False		5.102		0.882		9.311		4.625
False		4.000		1.219		12.574		5.262
False		4.000		1.583		12.874		5.942
False		5.102		1.373		9.311		4.982
False		5.102		1.554		9.311		5.348
False		5.102		1.554		9.311		5.348
False		5.102		1.554		9.311		5.348
False		5.102		1.627		9.311		4.483
False		5.102		1.774		9.311		2.753
False		3.136		0.759		7.856		4.746
False		8.000		1.724		15.178		6.364
False		5.102		1.774		9.311		2.753
False		5.102		1.774		9.311		2.753
False		5.102		1.774		9.311		2.753
False		5.102		1.774		9.311		2.753
False		5.102		1.520		9.311		2.819
False		6.883		1.141		14.647		6.071
False		16.000		4.134		32.000		10.390
False		16.000		4.372		32.000		12.010
False		5.102		1.403		11.017		7.339
False		5.102		1.403		11.017		7.339
False		5.102		1.403		11.017		7.339
False		8.000		2.513		16.000		7.186
False		5.099		0.910		9.309		4.909
False		8.000		6.629		16.000		13.125
False		5.818		1.630		6.062		2.069
False		7.755		1.428		14.034		5.235
False		8.000		2.474		16.000		6.409
False		2.302		0.646		2.282		1.125
False		6.482		1.281		24.557		6.417
False		2.302		0.646		2.282		1.125
False		3.780		1.486		14.078		6.116
False		7.291		1.429		12.574		6.341
False		3.780		2.249		6.922		4.717
False		6.869		1.163		12.259		6.174
False		3.780		2.249		6.922		4.717
False		2.399		1.084		2.282		1.125
False		7.361		1.355		15.826		5.557
False		2.399		1.084		2.282		1.125
False		8.000		1.457		7.918		5.495
False		7.361		1.164		15.826		5.844
False		7.328		1.341		15.234		5.386
False		2.399		1.084		2.282		1.125
False		3.085		1.003		9.312		2.535
False		8.000		1.962		12.376		6.664
False		4.473		0.969		9.313		4.669
False		6.482		0.984		9.310		4.525
False		4.047		1.065		6.907		5.077
False		8.000		1.577		11.386		5.840
False		8.000		1.397		16.000		6.484
False		2.367		0.741		6.907		3.789
False		8.000		3.732		16.000		9.392
False		7.291		1.322		9.313		5.859
False		5.197		1.064		11.418		5.185
False		6.479		1.289		12.679		5.110
False		2.721		1.036		9.021		5.647
False		2.721		1.036		9.021		5.647
False		4.000		1.788		8.000		5.878
False		7.755		1.488		14.034		6.135
False		5.394		0.980		16.726		5.313
False		8.000		1.860		19.898		7.548
False		8.000		1.198		9.303		5.438
False		4.000		1.110		9.313		5.508
False		7.291		1.956		12.049		5.541
False		2.721		1.036		9.021		5.647
False		8.000		3.564		16.000		9.384
False		8.000		2.165		16.000		6.298
False		2.721		0.666		8.457		3.015
False		7.248		1.395		9.312		5.737
False		7.736		1.919		14.063		7.047
False		2.721		0.666		8.457		3.015
False		8.000		1.530		12.679		5.978
False		2.721		0.666		8.457		3.015
False		2.721		0.673		8.457		3.725
False		7.855		1.005		12.574		5.826
False		6.479		1.224		12.679		6.223
False		2.721		0.689		8.457		5.144
False		2.721		0.747		8.457		4.674
False		2.721		0.961		8.457		7.437
False		8.000		1.366		10.407		6.132
False		4.896		0.982		12.354		6.078
False		2.721		0.767		8.457		6.376
False		4.000		0.917		9.313		5.674
False		6.479		1.494		12.679		5.391
False		2.721		0.660		8.457		6.031
False		8.000		1.633		15.095		5.573
False		2.721		0.654		8.457		5.384
False		8.000		3.971		16.000		10.013
False		4.000		1.648		8.457		4.029
False		3.788		1.529		8.457		2.547
False		3.788		1.529		8.457		2.206
False		7.361		1.178		15.826		5.065
False		3.788		1.540		8.457		2.622
False		6.158		2.155		16.726		8.375
False		6.158		2.103		16.726		10.585
False		8.000		1.753		14.335		4.806
False		7.755		1.362		14.034		5.456
False		6.482		1.216		9.313		5.610
False		6.158		2.103		16.726		10.585
False		6.190		2.114		16.726		8.758
False		6.190		1.597		11.074		5.335
False		8.000		1.575		14.335		5.293
False		6.190		1.332		8.457		4.537
False		6.190		1.332		8.457		4.537
False		1.348		0.573		2.387		1.115
False		6.190		1.332		8.457		4.537
False		6.190		1.332		8.457		4.537
False		6.190		1.332		8.457		4.537
False		6.190		1.332		8.457		4.537
False		6.479		1.150		12.679		5.515
False		6.479		1.386		12.679		5.353
False		6.190		1.322		8.457		4.180
False		6.190		1.322		8.457		4.091
False		3.885		0.927		7.412		4.956
False		6.190		1.322		8.457		4.285
False		6.190		1.322		8.457		4.285
False		5.490		1.308		12.574		5.321
False		4.000		1.342		11.914		6.145
False		6.851		2.796		13.575		10.213
False		4.000		0.952		10.032		5.173
False		6.851		2.796		13.575		10.213
False		4.000		0.988		12.874		5.842
False		6.851		2.796		13.575		10.213
False		8.000		1.327		14.761		5.465
False		15.691		2.251		23.060		6.924
False		6.851		2.796		13.575		10.213
False		6.851		2.796		13.575		10.213
False		6.851		2.796		13.575		10.213
False		8.577		1.401		20.459		6.832
False		6.851		2.796		13.575		10.213
False		8.000		1.509		12.360		5.604
False		6.851		2.796		13.575		10.213
False		6.851		2.796		13.575		10.213
False		7.849		1.430		13.617		6.341
False		6.851		2.796		13.575		10.213
False		7.291		1.205		14.647		5.775
False		8.000		1.629		15.178		6.592
False		6.851		2.796		13.575		10.213
False		6.851		2.796		13.575		10.213
False		6.851		2.796		13.575		10.213
False		7.755		1.242		14.034		5.503
False		6.851		2.796		13.575		10.213
False		6.339		1.200		22.218		6.271
False		15.691		1.293		23.060		6.517
False		4.193		1.019		9.313		4.996
False		6.851		2.796		13.575		10.213
False		6.851		2.796		13.575		10.213
False		6.851		4.155		13.575		12.578
False		6.851		1.926		13.575		7.687
False		1.339		0.708		5.370		5.167
False		1.339		0.708		5.370		5.167
False		1.339		0.708		5.370		5.167
False		1.339		0.708		5.370		5.167
False		1.339		0.708		5.370		5.167
False		4.000		1.191		9.313		5.438
False		15.691		1.728		23.060		6.872
False		6.190		1.433		5.893		3.936
False		8.000		1.446		13.860		5.744
False		7.755		1.254		14.034		6.004
False		6.869		1.933		12.259		7.275
False		8.000		1.290		23.869		7.046
False		6.190		1.433		5.893		3.936
False		6.190		1.152		11.728		5.908
False		4.337		1.534		6.345		6.030
False		8.000		1.382		9.313		4.827
False		7.248		1.616		9.312		5.271
False		7.824		1.291		24.557		7.901
False		8.000		1.346		7.782		4.864
False		4.337		1.534		6.345		6.030
False		4.337		1.534		6.345		6.030
False		4.337		1.534		6.345		6.030
False		4.337		1.534		6.345		6.030
False		5.099		0.980		9.309		4.955
False		8.000		1.519		13.860		7.164
False		8.000		1.519		13.860		7.164
False		4.781		1.134		9.302		4.291
False		6.482		1.266		9.305		5.257
False		8.000		0.804		13.860		8.874
False		8.000		0.662		13.860		9.216
False		8.000		1.735		16.000		9.967
False		5.154		1.408		11.865		4.478
False		5.154		1.037		11.865		3.641
False		5.154		1.308		9.313		3.688
False		5.154		1.336		9.313		7.966
False		5.154		1.546		9.313		9.203
False		5.154		1.546		9.313		9.203
False		5.154		1.546		9.313		9.203
False		8.000		1.332		16.000		5.276
False		5.154		1.546		9.313		9.203
False		5.154		1.130		9.313		7.651
False		6.339		1.914		22.218		7.148
False		7.291		1.631		12.259		6.906
False		4.388		1.024		11.938		4.075
False		2.598		0.579		6.152		5.941
False		5.018		1.232		11.563		5.840
False		4.000		1.370		8.000		5.853
False		7.361		0.985		15.826		6.113
False		5.154		0.857		11.546		5.278
False		1.197		0.574		5.224		4.044
False		7.291		1.310		9.313		5.843
False		5.466		2.033		12.032		8.597
False		4.000		0.828		7.789		4.661
False		5.466		1.951		12.032		8.254
False		2.590		1.574		7.288		6.607
False		3.098		1.262		9.169		5.702
False		6.479		1.319		12.679		5.526
False		6.869		1.030		12.259		5.630
False		2.059		1.174		5.195		2.543
False		7.855		2.699		24.557		14.803
False		8.000		1.132		15.178		5.611
False		9.528		1.788		15.826		5.719
False		2.121		1.233		24.557		23.698
False		2.121		1.233		24.557		23.698
False		3.950		0.669		5.227		3.254
False		4.346		1.374		8.000		5.479
False		8.000		4.551		6.455		6.286
False		8.000		4.551		6.455		6.286
False		8.000		4.551		6.455		6.286
False		5.490		2.073		11.563		6.784
False		8.000		1.484		18.193		7.218
False		4.755		1.466		7.993		6.620
False		4.755		0.637		7.993		3.874
False		4.000		1.162		12.574		6.217
False		4.000		1.649		9.313		5.350
False		2.687		0.575		12.260		4.646
False		8.000		1.587		12.260		8.407
False		8.000		3.240		7.448		7.223
False		8.000		3.240		7.448		7.223
False		8.000		3.240		7.448		7.223
False		8.000		3.240		7.448		7.223
False		4.000		0.917		9.311		5.118
False		8.000		3.240		7.448		7.223
False		8.000		3.240		7.448		7.223
False		7.936		1.188		12.455		5.879
False		8.000		3.240		7.448		7.223
False		8.000		3.240		7.448		7.223
False		4.781		1.338		12.874		7.045
False		8.000		3.240		7.448		7.223
False		8.000		3.240		7.448		7.223
False		8.000		3.240		7.448		7.223
False		8.000		2.553		9.302		8.284
False		4.781		2.095		9.302		8.991
False		4.781		2.095		9.302		8.991
False		4.781		2.095		9.302		8.991
False		4.781		2.095		9.302		8.991
False		4.781		2.095		9.302		8.991
False		4.781		2.095		9.302		8.991
False		4.781		2.095		9.302		8.991
False		4.781		2.095		9.302		8.991
False		7.841		1.180		12.754		4.678
False		4.781		2.095		9.302		8.991
False		4.781		2.095		9.302		8.991
False		15.691		1.515		23.060		6.935
False		8.000		1.348		12.679		5.894
False		8.000		1.930		16.000		6.967
False		7.820		1.052		12.376		5.177
False		7.736		1.614		14.063		6.031
False		4.781		2.095		9.302		8.991
False		7.328		2.858		15.234		10.061
False		7.328		3.405		15.234		8.426
False		8.000		1.286		24.557		6.895
False		5.413		2.899		2.589		2.115
False		8.000		1.375		9.313		5.665
False		5.413		2.119		2.589		1.669
False		7.791		0.887		5.565		4.279
False		5.753		1.058		13.768		5.482
False		8.000		1.199		9.262		5.755
False		7.864		1.008		12.220		5.070
False		3.779		0.788		6.578		5.210
False		4.379		3.487		8.000		4.007
False		4.000		3.863		7.363		3.139
False		4.000		3.657		7.363		6.348
False		4.755		1.196		7.993		4.811
False		4.000		3.657		7.363		6.348
False		7.755		1.675		14.034		6.449
False		4.000		3.657		7.363		6.348
False		15.691		1.419		23.060		6.362
False		6.479		1.359		12.679		5.635
False		4.000		3.657		7.363		6.348
False		7.291		1.072		9.308		4.786
False		4.747		0.760		9.312		4.950
False		4.000		3.657		7.363		6.348
False		6.851		1.093		13.575		5.610
False		4.000		3.657		7.363		6.348
False		5.753		1.440		16.625		5.673
False		7.755		1.759		15.826		6.599
False		4.000		3.657		7.363		6.348
False		4.000		3.657		7.363		6.348
False		4.000		3.657		7.363		6.348
False		4.000		3.657		7.363		6.348
False		24.000		3.664		48.000		10.456
False		7.055		1.513		9.313		5.935
False		6.190		0.963		14.880		4.954
False		7.328		1.169		15.234		5.388
False		4.000		3.657		7.363		6.348
False		5.555		1.554		24.557		6.764
False		6.479		1.128		12.679		4.857
False		7.841		0.985		12.754		5.681
False		7.055		1.186		9.312		5.405
False		6.869		1.158		12.259		5.857
False		6.869		1.111		12.259		6.213
False		4.000		3.657		7.363		6.348
False		4.000		3.657		7.363		6.348
False		6.339		1.330		22.218		7.441
False		4.000		0.981		9.505		4.368
False		4.000		3.657		7.363		6.348
False		7.055		1.077		11.563		5.897
False		4.000		3.657		7.363		6.348
False		4.000		3.657		7.363		6.348
False		4.000		0.995		7.543		4.509
False		4.000		3.657		7.363		6.348
False		6.778		1.030		12.014		5.380
False		4.000		3.657		7.363		6.348
False		4.000		3.657		7.363		6.348
False		6.869		1.286		12.259		5.393
False		4.000		3.657		7.363		6.348
False		4.000		3.657		7.363		6.348
False		7.736		1.596		14.761		7.004
False		4.000		3.657		7.363		6.348
False		4.000		3.657		7.363		6.348
False		4.000		3.657		7.363		6.348
False		7.936		1.414		12.455		6.015
False		4.000		1.143		8.457		5.348
False		4.000		3.657		7.363		6.348
False		4.000		3.657		7.363		6.348
False		7.824		1.659		20.182		6.699
False		7.755		1.196		14.034		5.368
False		4.000		3.657		7.363		6.348
False		4.000		3.657		7.363		6.348
False		8.000		1.914		13.608		5.927
False		4.000		3.794		8.000		7.009
False		4.000		4.000		8.000		5.200
False		4.000		1.977		8.000		5.621
False		8.000		1.857		13.646		5.783
False		5.154		0.892		9.313		5.650
False		8.000		2.201		12.679		7.059
False		3.680		1.381		13.267		7.686
False		2.869		1.590		6.707		6.234
False		5.102		1.292		11.563		5.627
False		2.869		1.590		6.707		6.234
False		7.248		0.922		9.313		5.177
False		2.869		1.590		6.707		6.234
False		4.452		1.097		11.980		4.579
False		3.885		0.962		7.918		5.003
False		2.869		1.590		6.707		6.234
False		8.000		1.327		14.063		5.878
False		7.248		1.395		9.312		5.138
False		8.000		2.015		16.000		6.477
False		2.869		1.590		6.707		6.234
False		4.231		1.490		9.312		6.229
False		8.000		1.476		12.574		5.983
False		8.000		1.500		16.000		5.771
False		4.231		0.611		9.312		5.748
False		8.000		1.900		16.000		6.889
False		7.864		1.340		12.220		6.097
False		2.307		0.976		6.746		4.649
False		2.307		1.284		1.327		1.001
False		8.000		4.933		9.313		9.221
False		8.000		4.933		9.313		9.221
False		8.000		4.933		9.313		9.221
False		8.000		4.933		9.313		9.221
False		8.000		4.933		9.313		9.221
False		8.000		4.933		9.313		9.221
False		8.000		4.933		9.313		9.221
False		7.824		1.135		13.344		6.257
False		7.143		1.240		14.761		5.501
False		4.000		1.104		9.247		5.394
False		8.000		4.933		9.313		9.221
False		3.641		0.835		8.457		4.699
False		4.000		0.932		12.519		5.114
False		8.000		4.933		9.313		9.221
False		8.577		1.570		20.459		7.352
False		8.000		4.933		9.313		9.221
False		8.000		1.471		9.308		5.376
False		8.000		2.231		12.259		6.986
False		15.691		1.565		23.060		6.799
False		8.000		1.887		9.313		6.959
False		6.479		1.344		12.679		5.287
False		2.598		0.849		6.633		6.338
False		2.598		0.849		6.633		6.338
False		7.775		2.112		9.313		8.072
False		4.239		1.071		9.136		5.000
False		4.000		0.941		9.303		5.581
False		7.775		2.337		12.102		7.549
False		4.000		1.118		7.918		5.152
False		15.691		1.744		23.060		5.943
False		4.000		1.025		9.021		4.861
False		3.422		1.687		12.102		8.890
False		4.000		1.023		12.102		5.031
False		0.951		0.541		5.055		2.726
False		3.051		0.713		6.949		6.244
False		3.051		0.733		6.949		6.827
False		4.040		1.009		11.386		5.543
False		3.051		0.733		6.949		6.827
False		7.736		1.443		14.063		5.801
False		4.388		1.216		11.938		5.368
False		3.051		0.733		6.949		6.827
False		15.691		2.025		23.060		7.082
False		6.920		1.718		12.679		6.626
False		8.000		1.558		12.679		4.805
False		5.197		1.386		11.418		5.974
False		7.936		1.192		12.455		5.773
False		3.051		0.733		6.949		6.827
False		7.755		1.522		14.034		5.659
False		4.000		1.082		7.547		4.603
False		3.051		0.733		6.949		6.827
False		3.051		0.733		6.949		6.827
False		3.051		0.733		6.949		6.827
False		3.051		0.733		6.949		6.827
False		3.051		0.733		6.949		6.827
False		7.775		1.860		20.182		6.345
False		24.000		2.810		43.966		9.273
False		3.858		0.845		9.308		4.903
False		4.675		2.864		11.330		9.154
False		3.136		0.819		11.914		5.155
False		3.858		1.021		9.308		6.343
False		7.841		1.116		12.754		5.851
False		0.500		0.500		4.452		3.657
False		4.000		1.246		8.457		5.365
False		3.858		1.619		9.308		4.395
False		7.696		2.458		9.308		5.450
False		7.736		1.223		14.063		6.601
False		7.696		3.267		9.308		8.166
False		7.755		1.746		15.826		7.186
False		7.248		1.680		15.704		6.952
False		3.858		1.506		9.308		6.353
False		5.925		1.399		9.312		5.082
False		4.481		1.406		9.308		6.756
False		4.481		1.214		9.308		9.139
False		4.481		1.214		9.308		9.139
False		4.481		1.214		9.308		9.139
False		6.869		1.398		12.259		5.227
False		4.481		1.165		9.308		8.676
False		4.224		0.759		7.830		5.901
False		5.006		1.498		13.941		8.634
False		5.006		2.995		13.941		13.501
False		4.000		1.057		9.313		5.874
False		5.006		2.557		13.941		12.033
False		2.737		0.992		6.509		5.259
False		8.000		1.789		16.000		6.724
False		1.563		0.629		4.877		4.794
False		1.563		0.629		4.877		4.794
False		7.936		1.887		12.455		6.507
False		1.563		0.544		11.598		4.632
False		1.252		0.523		11.598		4.592
False		7.936		1.298		15.095		6.202
False		3.982		1.527		15.513		5.768
False		6.479		1.076		12.679		5.571
False		4.000		1.439		7.309		1.556
False		4.000		2.295		9.313		6.334
False		7.755		1.786		14.034		5.681
False		3.018		1.544		9.313		8.903
False		3.018		1.544		9.313		8.903
False		6.339		0.812		22.218		6.268
False		3.018		1.544		9.313		8.903
False		3.018		1.544		9.313		8.903
False		3.018		1.544		9.313		8.903
False		5.099		1.475		9.313		6.824
False		5.099		2.766		9.309		8.360
False		5.099		2.766		9.309		8.360
False		5.099		2.766		9.309		8.360
False		5.099		2.766		9.309		8.360
False		7.820		1.351		12.376		5.373
False		4.747		1.439		18.745		6.124
False		5.099		2.766		9.309		8.360
False		5.099		2.766		9.309		8.360
False		5.099		2.766		9.309		8.360
False		4.000		1.664		8.000		5.679
False		5.099		1.180		9.309		5.343
False		5.925		1.134		13.768		5.852
False		8.000		1.445		16.000		6.480
False		5.394		0.664		8.650		3.799
False		3.681		0.812		9.260		3.577
False		4.452		1.836		9.303		5.162
False		7.272		1.600		9.311		5.573
False		7.272		1.736		9.311		6.182
False		7.272		2.027		9.311		7.363
False		6.482		1.140		9.311		5.227
False		4.000		1.225		24.557		7.714
False		7.820		2.135		12.376		7.760
False		7.361		1.853		85.980		12.772
False		7.820		2.077		12.376		7.829
False		7.820		2.085		12.376		7.562
False		15.691		2.156		23.060		7.134
False		7.824		1.660		14.034		6.513
False		7.820		2.674		15.826		8.512
False		7.820		3.708		15.826		11.059
False		7.820		3.708		15.826		11.059
False		7.864		1.305		12.220		6.175
False		8.000		1.357		9.313		5.402
False		6.482		0.959		8.841		4.928
False		8.523		1.716		22.809		6.924
False		7.820		3.708		15.826		11.059
False		7.820		3.708		15.826		11.059
False		7.820		3.708		15.826		11.059
False		7.820		3.708		15.826		11.059
False		7.820		3.708		15.826		11.059
False		7.820		3.708		15.826		11.059
False		5.154		1.253		9.313		5.842
False		7.820		3.708		15.826		11.059
False		7.291		1.169		12.874		5.076
False		7.361		1.792		15.826		6.767
False		7.820		3.708		15.826		11.059
False		5.018		0.966		11.563		4.753
False		7.820		3.708		15.826		11.059
False		7.820		3.708		15.826		11.059
False		7.820		3.708		15.826		11.059
False		7.820		3.708		15.826		11.059
False		7.820		3.708		15.826		11.059
False		7.820		3.708		15.826		11.059
False		7.820		3.640		15.826		11.467
False		7.820		1.706		12.376		6.632
False		7.820		3.640		15.826		11.467
False		7.820		3.640		15.826		11.467
False		7.820		2.897		15.826		9.653
